"id";"id_str";"followers_count";"created_at";"updated_at"
3155;"1081389350137532416";63;"2021-07-05 13:15:17";"2021-07-05 13:15:17"
3156;"127285692";3550;"2021-07-05 13:15:19";"2021-07-05 13:15:19"
3157;"342994346";255779;"2021-07-05 13:15:20";"2021-07-05 13:15:20"
3158;"1335942718040793091";436;"2021-07-05 13:15:25";"2021-07-05 13:15:25"
3171;"127285692";3549;"2021-07-05 13:17:14";"2021-07-05 13:17:14"
3180;"1081389350137532416";63;"2021-07-05 13:19:15";"2021-07-05 13:19:15"
3184;"2670726740";2642173;"2021-07-05 13:19:16";"2021-07-05 13:19:16"
3197;"1335942718040793091";436;"2021-07-05 13:21:13";"2021-07-05 13:21:13"
3200;"798892388366381056";478927;"2021-07-05 13:23:13";"2021-07-05 13:23:13"
3209;"127285692";3550;"2021-07-05 13:23:14";"2021-07-05 13:23:14"
3210;"1335942718040793091";436;"2021-07-05 13:23:15";"2021-07-05 13:23:15"
3215;"1081389350137532416";63;"2021-07-05 13:25:15";"2021-07-05 13:25:15"
3222;"342994346";255780;"2021-07-05 13:25:16";"2021-07-05 13:25:16"
3223;"798892388366381056";478930;"2021-07-05 13:25:18";"2021-07-05 13:25:18"
3235;"342994346";255780;"2021-07-05 13:27:14";"2021-07-05 13:27:14"
3236;"25577585";633154;"2021-07-05 13:27:15";"2021-07-05 13:27:15"
3244;"798892388366381056";478937;"2021-07-05 13:29:13";"2021-07-05 13:29:13"
3249;"1335942718040793091";436;"2021-07-05 13:29:14";"2021-07-05 13:29:14"
3256;"1335942718040793091";436;"2021-07-05 13:31:13";"2021-07-05 13:31:13"
3262;"1081389350137532416";63;"2021-07-05 13:31:14";"2021-07-05 13:31:14"
3272;"1081389350137532416";63;"2021-07-05 13:33:13";"2021-07-05 13:33:13"
3275;"798892388366381056";478942;"2021-07-05 13:33:14";"2021-07-05 13:33:14"
3288;"1081389350137532416";63;"2021-07-05 13:35:14";"2021-07-05 13:35:14"
3298;"1081389350137532416";63;"2021-07-05 13:37:13";"2021-07-05 13:37:13"
3301;"2670726740";2642204;"2021-07-05 13:37:14";"2021-07-05 13:37:14"
3311;"1081389350137532416";63;"2021-07-05 13:39:14";"2021-07-05 13:39:14"
3314;"25577585";633168;"2021-07-05 13:39:15";"2021-07-05 13:39:15"
3315;"25577585";633170;"2021-07-05 13:41:13";"2021-07-05 13:41:13"
3327;"1335942718040793091";436;"2021-07-05 13:41:14";"2021-07-05 13:41:14"
3336;"1081389350137532416";63;"2021-07-05 13:43:13";"2021-07-05 13:43:13"
3340;"1081389350137532416";63;"2021-07-05 13:43:14";"2021-07-05 13:43:14"
3347;"1335942718040793091";436;"2021-07-05 13:45:13";"2021-07-05 13:45:13"
3353;"342994346";255779;"2021-07-05 13:45:14";"2021-07-05 13:45:14"
3355;"1081389350137532416";63;"2021-07-05 13:47:13";"2021-07-05 13:47:13"
3366;"342994346";255779;"2021-07-05 13:47:14";"2021-07-05 13:47:14"
3367;"1335942718040793091";436;"2021-07-05 13:49:13";"2021-07-05 13:49:13"
3379;"1081389350137532416";63;"2021-07-05 13:49:14";"2021-07-05 13:49:14"
3391;"1081389350137532416";63;"2021-07-05 13:51:13";"2021-07-05 13:51:13"
3392;"1335942718040793091";436;"2021-07-05 13:51:14";"2021-07-05 13:51:14"
3405;"2670726740";2642224;"2021-07-05 13:53:21";"2021-07-05 13:53:21"
3417;"1081389350137532416";63;"2021-07-05 13:55:14";"2021-07-05 13:55:14"
3418;"342994346";255779;"2021-07-05 13:55:15";"2021-07-05 13:55:15"
3431;"2670726740";2642228;"2021-07-05 13:57:14";"2021-07-05 13:57:14"
3434;"1335942718040793091";436;"2021-07-05 13:59:13";"2021-07-05 13:59:13"
3440;"1335942718040793091";436;"2021-07-05 13:59:14";"2021-07-05 13:59:14"
3444;"1335942718040793091";436;"2021-07-05 13:59:15";"2021-07-05 13:59:15"
3453;"1084783141";6385;"2021-07-05 14:01:13";"2021-07-05 14:01:13"
3457;"1081389350137532416";63;"2021-07-05 14:01:14";"2021-07-05 14:01:14"
3460;"127285692";3550;"2021-07-05 14:03:19";"2021-07-05 14:03:19"
3462;"1084783141";6385;"2021-07-05 14:03:23";"2021-07-05 14:03:23"
3466;"1081389350137532416";62;"2021-07-05 14:03:25";"2021-07-05 14:03:25"
3469;"1335942718040793091";436;"2021-07-05 14:03:27";"2021-07-05 14:03:27"
3470;"25577585";633177;"2021-07-05 14:03:44";"2021-07-05 14:03:44"
3481;"2670726740";2642191;"2021-07-05 14:05:21";"2021-07-05 14:05:21"
3483;"127285692";3550;"2021-07-05 14:05:22";"2021-07-05 14:05:22"
3495;"127285692";3550;"2021-07-05 14:07:15";"2021-07-05 14:07:15"
3496;"1335942718040793091";436;"2021-07-05 14:07:16";"2021-07-05 14:07:16"
3504;"1081389350137532416";63;"2021-07-05 14:09:13";"2021-07-05 14:09:13"
3509;"2670726740";2642193;"2021-07-05 14:09:14";"2021-07-05 14:09:14"
3515;"1335942718040793091";436;"2021-07-05 14:11:13";"2021-07-05 14:11:13"
